Releve_number,Country_code,Biblioreference,No_table_in_publ,No_releve_in_table,Cover_abundance_scale,Author,Date_yearmonthday,Syntaxon_code,Releve_area_m2,Altitude_m,Aspect_degrees,Slope_degrees,Cover_tree_layer_perc,Cover_shrub_layer_perc,Cover_herb_layer_perc,Cover_moss_layer_perc,Cover_lichen_layer_perc,Height_high_herb_layer_cm,Mosses_identified_yn,Lichens_identified_yn,Remarks,Coordinate_system,Resurvey,For_eva,Rs_project,Rs_site,Rs_plot,Rs_observ,Plot_shape,Manipulate,Maniptyp,Loc_method,Data_owner,Eva_access,Longitude,Latitude,Precision_m,Locality,Field_nr,Habitat,S_ph_h2o,Best_fit,Validation,Protection,Plot_type,number_species,CR_NT_number,CR_NT_perc_number,CR_NT_perc_cover,alien_perc_cover,Syntax_new,alien_number,TD_number,TD_perc_number,TD_perc_cover,TF_number,TF_perc_number,TF_perc_cover,TH_number,TH_perc_number,TH_perc_cover,XA_XC_number,XA_XC_perc_number,XA_XC_perc_cover,light,temperature,moisture,reaction,nutrients,salinity,Time
904003,CZ,101534,NA,NA,2,M. Harásek,20180814,NA,25,264,130,5,0,0,60,15,10,0,N,N,Opakování snímku M. Chytrý: 401532,1,Y,Y,Acidic dry grasslands SW Moravia,ATc,ATc-New,ATc-New-2018,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160217.7,484843.8,3,"Pustý kopec u PP Pustý kopec u Konic, cca 1,9 km VJV kostela sv. Zikmunda v Popicích",18/17,Suchý trávník zarůstající náletovými dřevinami,5.06,Y,Y,Y,resampling,23,5,21.74,9.6,0,THG02,0,1,4.35,3,11,47.83,35,16,69.57,45.4,5,21.74,11.4,7.91,6.22,2.87,6.17,2.91,0.17,new
904002,CZ,101534,NA,NA,2,M. Harásek,20180814,NA,25,265,250,8,0,0,70,20,0,0,N,N,Opakování snímku M. Chytrý: 401533,1,Y,Y,Acidic dry grasslands SW Moravia,ATd,ATd-New,ATd-New-2018,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160214.2,484845.9,4,"PP Pustý kopec u Konic, cca 1,9 km VJV kostela sv. Zikmunda v Popicích",18/16,Suchý trávník zarůstající náletovými dřevinami,5.11,Y,Y,Y,resampling,26,11,42.31,26.4,2,THG02,1,0,0,0,12,46.15,55.7,20,76.92,63.1,6,23.08,18.5,8.04,6.36,2.68,6.48,2.68,0.04,new
904020,CZ,101534,NA,NA,2,M. Harásek,20190610,NA,9,301,225,10,0,0,50,40,30,70,N,N,Opakování snímku M. Chytrý: 401422,1,Y,Y,Acidic dry grasslands SW Moravia,AUa,AUa-NewSimil,AUa-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160028.6,484826.5,3,"PP Skalky u Havraníků, 400 m J od OÚ v obci",19/46,"Acidofilní trávník na lokálním vypouklém tvaru reliéfu, suchá půda",4.33,Y,N,Y,resampling,19,4,21.05,8.7,5.9,TEE01,3,2,10.53,4,7,36.84,21,12,63.16,32.9,5,26.32,10.5,7.79,6.11,3.26,5.9,3.21,0.16,new
904130,CZ,101534,NA,NA,2,M. Harásek,20190801,NA,6,305,255,5,0,0,55,45,35,90,N,N,Opakování snímku M. Chytrý: 401424,1,Y,Y,Acidic dry grasslands SW Moravia,AUb,AUb-NewSimil,AUb-NewSimil-2019,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,160036,484813.6,4,"PP Skalky u Havraníků, ca 800 m J OÚ v obci",19/164,"Stepní trávník, ca 800 m J OÚ v obci",0,Y,N,Y,resampling,14,3,21.43,21.2,0,TEE01,0,0,0,0,5,35.71,9.6,12,85.71,37,1,7.14,2,7.71,6,2.86,5.86,2.36,0.14,new
904093,CZ,101534,NA,NA,2,M. Harásek,20190708,NA,49,308,190,10,0,0,60,60,20,120,N,N,Opakování snímku M. Chytrý: 401447,1,Y,Y,Acidic dry grasslands SW Moravia,AUc,AUc-NewSimil,AUc-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160028,484824.7,6,"Havraníky, PP Skalky u Havraníků, ca 450 m J OÚ v obci",19/125,"Acidofilní trávník na terénní hraně, štěrkovitá půda",4.16,Y,N,Y,resampling,30,10,33.33,22.4,4.9,TEE01,2,1,3.33,3,14,46.67,34.9,24,80,50.5,5,16.67,10.5,7.9,6.27,2.87,6.13,2.77,0.1,new
904129,CZ,101534,NA,NA,2,M. Harásek,20190801,NA,25,305,240,10,0,0,75,40,30,120,N,N,Opakování snímku M. Chytrý: 401649,1,Y,Y,Acidic dry grasslands SW Moravia,AUd,AUd-NewSimil,AUd-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160037.1,484812.2,4,"PP Skalky u Havraníků, ca 800 m J OÚ v obci",19/163,"Relativně zapojený, exponovaný trávník, relativně hlubší půda",0,Y,N,Y,resampling,24,7,29.17,31.8,0,THG01,0,0,0,0,8,33.33,14.9,18,75,49.8,3,12.5,5.9,7.83,6.21,2.92,6,2.75,0.13,new
904026,CZ,101534,NA,NA,2,M. Harásek,20190610,NA,49,322,70,3,0,0,80,50,1,60,N,N,Opakování snímku M. Chytrý: 401647,1,Y,Y,Acidic dry grasslands SW Moravia,AVa,AVa-NewSimil,AVa-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,160008.3,484849.6,7,"Havraníky, okraj NP Podyjí, 600 m SZ od OÚ v obci",19/52,"Polydominantní acidofilní trávník, suchý",5.44,Y,N,Y,resampling,36,9,25,19.2,4.9,THG01,2,5,13.89,9.6,13,36.11,30.7,22,61.11,49.6,4,11.11,9.6,7.75,5.92,3.22,6.25,3.08,0.28,new
904082,CZ,101534,NA,NA,2,M. Harásek,20190702,NA,49,330,110,5,0,0,65,65,5,140,N,N,Opakování snímku M. Chytrý: 401443; lokalita pasena divokými koňmi,1,Y,Y,Acidic dry grasslands SW Moravia,AWa,AWa-New,AWa-New-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155948.2,484837.4,5,"Havraníky, NP Podyjí, ca 1,0 km Z kostela v obci",19/112,Silně exponovaný acidofilní trávník nedaleko polní cesty,4.48,Y,Y,Y,resampling,33,7,21.21,24.3,2,TEE01,1,2,6.06,4,13,39.39,23.1,25,75.76,56.4,4,12.12,7.8,7.79,6,3,5.91,2.82,0.15,new
904081,CZ,101534,NA,NA,2,M. Harásek,20190702,NA,49,335,230,5,0,0,65,75,5,100,N,N,Opakování snímku M. Chytrý: 401444; lokalita pasena divokými koňmi,1,Y,Y,Acidic dry grasslands SW Moravia,AWb,AWb-NewSimil,AWb-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155943.9,484836.9,7,"Havraníky, NP Podyjí, ca 1,0 km Z kostela v obci",19/111,"Suchý acidofilní trávník na terénní vyvýšenině, skeletovitá půda",4.12,Y,N,Y,resampling,18,4,22.22,42.8,2,TEE01,1,2,11.11,4,5,27.78,11.4,11,61.11,51.9,1,5.56,2,7.41,5.65,3.53,5.18,2.82,0.24,new
904078,CZ,101534,NA,NA,2,M. Harásek,20190702,NA,49,322,NA,2,0,5,80,55,35,120,N,N,"Opakování snímku M. Chytrý: 401446, 401445; lokalita pasena divokými koňmi",1,Y,Y,Acidic dry grasslands SW Moravia,AWe,AWe-NewSimil,AWe-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155927.3,484824.7,3,"Havraníky, NP Podyjí, ca 1,3 km JZ kostela v obci",19/108,"Zapojené vřesoviště, hodně trusu, slabě ruderalizované",4,Y,Y,Y,resampling,19,2,10.53,9.8,3,TEE01,1,2,10.53,4.9,4,21.05,7.8,11,57.89,24.8,2,10.53,3,7.39,5.56,3.72,5.28,3.06,0.28,new
904077,CZ,101534,NA,NA,2,M. Harásek,20190702,NA,49,325,NA,2,0,0,90,70,20,120,N,N,"Opakování snímku M. Chytrý: 401446, 401445, lokalita pasena divokými koňmi",1,Y,Y,Acidic dry grasslands SW Moravia,AWc,AWc-NewSimil,AWc-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155928.2,484822.9,6,"Havraníky, NP Podyjí, ca 1,3 km JZ kostela v obci",19/107,"Zapojené vřesoviště zarůstající Rosa sp., trus na ploše snímku",3.84,Y,N,Y,resampling,17,5,29.41,24.4,3,TEE01,1,1,5.88,3,4,23.53,8.7,12,70.59,35.7,1,5.88,2,7.56,5.81,3.31,5.63,2.75,0.13,new
904080,CZ,101534,NA,NA,2,M. Harásek,20190702,NA,49,330,250,5,0,0,65,40,20,80,N,N,Opakování snímku M. Chytrý: 401648; lokalita pasena divokými koňmi,1,Y,Y,Acidic dry grasslands SW Moravia,AWd,AWd-NewSimil,AWd-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155929.9,484825.8,4,"Havraníky, NP Podyjí, ca 1,4 km ZJZ kostela v obci",19/110,"Acidofilní trávník s dominancí bylin mimo trávy, zřejmě vypasený, v okolí hodně A. elatius",4.5,Y,N,Y,resampling,25,4,16,24.4,0,THG01,0,1,4,2,7,28,13.2,19,76,44.2,4,16,7.8,7.88,5.96,3.04,5.92,2.8,0.16,new
904132,CZ,101534,NA,NA,2,M. Harásek,20190801,NA,25,330,200,4,0,0,95,30,0,130,N,N,Opakování snímku M. Chytrý: 401651,1,Y,Y,Acidic dry grasslands SW Moravia,AXa,AXa-NewSimil,AXa-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,155819.1,484827.5,5,"Hnanice, ca  1,7 km SZ OÚ v obci",19/169,"Zarůstající acidofilní trávník, především keři",4.81,Y,N,N,resampling,23,3,13.04,11.6,4,THG01,2,3,13.04,11.6,7,30.43,18.5,17,73.91,63.6,4,17.39,7.8,7.64,5.82,3.41,6.32,3.36,0.27,new
904067,CZ,101534,NA,NA,2,M. Harásek,20190630,NA,20,313,NA,1,0,0,95,50,2,100,N,N,Opakování snímku M. Chytrý: 401427,1,Y,Y,Acidic dry grasslands SW Moravia,Aa,Aa-NewSimil,Aa-NewSimil-2019,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,170531.2,493323.7,6,"EVL Malý Kosíř, ca 50 m SV nové kaple na vrchu Kosíře",19/97,Částečně zastíněný (v odpoledních hodinách) trávník s dominancí trav,0,Y,N,Y,resampling,28,2,7.14,4.9,2,TEE01,1,4,14.29,22.8,7,25,56.9,15,53.57,57.5,2,7.14,4,7.22,5.7,3.7,5.63,3.3,0.26,new
904064,CZ,101534,NA,NA,2,M. Harásek,20190630,NA,10,314,140,5,0,0,80,30,0,120,N,N,"Opakování snímku M. Chytrý: 401591, lokalita zarůstá A. elatius, Rosa species, Trifolium arvense",1,Y,Y,Acidic dry grasslands SW Moravia,Ab,Ab-NewSimil,Ab-NewSimil-2019,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,170531.4,493320.7,4,"EVL Malý Kosíř, ca 60 m JJV nové kaple na vrchu Kosíře",19/94,Teplomilný trávník lesostepního charakteru,4.19,Y,N,Y,resampling,28,3,10.71,21.3,3,THG01,1,2,7.14,4.9,7,25,23.5,15,53.57,46.6,2,7.14,3,7.27,5.62,3.65,5.54,3.19,0.23,new
904104,CZ,101534,NA,NA,2,M. Harásek,20190711,NA,36,319,225,10,0,0,98,5,0,140,N,N,Opakování snímku M. Chytrý: 401596,1,Y,Y,Acidic dry grasslands SW Moravia,Ba,Ba-NewSimil,Ba-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,170112.1,492708.1,3,"PR Kněží hora, ca 1,5 km SV kostela v Krumsíně",19/136,Segment původně zřejmě běžnější vegetace v rámci zarůstající lokality třtinou a ovsíkem,4.64,Y,N,Y,resampling,23,0,0,0,8,THG01,1,4,17.39,14.3,3,13.04,6.8,13,56.52,71,1,4.35,3,7.13,5.65,3.78,6.35,3.87,0.39,new
904068,CZ,101534,NA,NA,2,M. Harásek,20190630,NA,25,330,190,3,0,0,90,80,0,60,N,N,Opakování snímku M. Chytrý: 401597,1,Y,Y,Acidic dry grasslands SW Moravia,Ca,Ca-NewSimil,Ca-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,170121.8,492825.6,5,"PP Čubernice, SV okraj území, 1,3 km SSV zámku v Plumlově",19/98,Acidofilní trávník na temenu kopce s dominancí kostřav,4.74,Y,N,Y,resampling,18,2,11.11,4.9,2,THG01,1,1,5.56,2,8,44.44,25,11,61.11,73.6,6,33.33,68.3,8.06,6,3,6.06,3.28,0.28,new
904011,CZ,101534,NA,NA,2,M. Harásek,20180815,NA,25,341,225,5,0,0,0,15,3,0,N,N,Opakování snímku M. Chytrý: 401594,1,Y,Y,Acidic dry grasslands SW Moravia,Ea,Ea-NewSimil,Ea-NewSimil-2018,square,N,NA,6,Martin Harásek & Milan Chytrý,1,170021.6,492858.9,3,"Ohrozim, cca 1 km JZ kostela Sv. Václava v obci",18/25,"Pozůstatek stepní vegetace v zemědělské krajině, ruderalizované společenstvo",5.55,Y,N,N,resampling,20,2,10,18.8,20.4,THG01,3,1,5,18,5,25,8.7,12,60,58.5,8,40,45.1,7.84,5.95,3.37,6.47,3.79,0.32,new
904010,CZ,101534,NA,NA,2,M. Harásek,20180815,NA,25,330,220,10,0,0,90,5,0,0,N,N,Opakování snímku M. Chytrý: 401595,1,Y,Y,Acidic dry grasslands SW Moravia,Fa,Fa-New,Fa-New-2018,square,N,NA,6,Martin Harásek & Milan Chytrý,1,165953,492855.8,4,"Plumlov, PP Brániska, cca 2,3 km SSZ Zámku Plumlov",18/24,"Lesostepní stanoviště, stepní trávník, teplomilné společenstvo",5.28,Y,Y,Y,resampling,21,1,4.76,1,39.8,THG01,3,1,4.76,38,7,33.33,14.1,11,52.38,35.7,7,33.33,15,7.8,5.8,3.5,6.2,3.85,0.45,new
904013,CZ,101534,NA,NA,2,M. Harásek,20180816,NA,20,342,225,5,0,0,80,25,2,0,N,N,Opakování snímku M. Chytrý: 401592,1,Y,Y,Acidic dry grasslands SW Moravia,Ga,Ga-New,Ga-New-2018,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,165916.7,492919.7,4,"Ohrozim, NPP Za Hrnčířkou, 2 km Z kostela Sv. Václava v obci",18/27,Managmentovaný suchý trávník,4.89,Y,Y,Y,resampling,24,3,12.5,10.7,8,THG01,1,3,12.5,17.1,5,20.83,9.6,15,62.5,46.1,3,12.5,21.2,7.61,5.91,3.39,6.39,3.35,0.26,new
904014,CZ,101534,NA,NA,2,M. Harásek,20180816,NA,25,344,215,5,0,0,65,30,10,0,N,N,Opakování snímku M. Chytrý: 401593,1,Y,Y,Acidic dry grasslands SW Moravia,Gb,Gb-NewSimil,Gb-NewSimil-2018,square,N,NA,6,Martin Harásek & Milan Chytrý,1,165917.7,492919.3,4,"Ohrozim, NPP Za Hrnčířkou, 2 km Z kostela Sv. Václava v obci",18/28,Managmentovaný suchý trávník,5.12,Y,N,Y,resampling,23,4,17.39,8.7,3,THG01,1,2,8.7,5.9,7,30.43,11.4,16,69.57,59.7,5,21.74,14.3,7.73,6,3.27,6.41,3.32,0.18,new
904016,CZ,101534,NA,NA,2,M. Harásek,20180816,NA,25,354,210,10,0,0,85,15,0,0,N,N,Opakování snímku M. Chytrý: 401396,1,Y,Y,Acidic dry grasslands SW Moravia,Ha,Ha-NewSimil,Ha-NewSimil-2018,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163013,491908,5,"Malhostovice, PP Zlobice, cca 200 m SV od nedalekého vodojemu",18/30,"Stepní část přírodní památky, sečená",5.75,Y,N,Y,resampling,24,1,4.17,2,8,TEE01,1,6,25,16,4,16.67,7.8,11,45.83,49.4,4,16.67,41.7,7.44,5.7,3.65,6.35,3.87,0.44,new
904149,CZ,101534,NA,NA,2,M. Harásek,20190606,NA,16,233,165,35,0,0,55,20,30,140,N,N,"Opakování snímku M. Chytrý: 401503, 401504",1,Y,Y,Acidic dry grasslands SW Moravia,Ia,Ia-NewSimil,Ia-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163112.5,491358.4,6,"PP Skalky u Přehrady, levý břeh, ca 600 m J OÚ v Kníníčkách",19/43,Teplomilný skalní trávník,0,Y,Y,Y,resampling,24,3,12.5,6.8,3,THG02,1,0,0,0,14,58.33,35.6,14,58.33,34.3,7,29.17,21,7.96,6.22,2.83,6.04,3.17,0.09,new
904151,CZ,101534,NA,NA,2,M. Harásek,20190606,NA,16,231,170,30,0,0,50,25,25,100,N,N,"Opakování snímku M. Chytrý: 401503, 401504",1,Y,Y,Acidic dry grasslands SW Moravia,Ib,Ib-NewSimil,Ib-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163112,491358.3,8,"PP Skalky u Přehrady, levý břeh, ca 600 m J OÚ v Kníníčkách",19/45,"Teplomilný skalní trávník, vyšší zastoupení trav",0,Y,N,Y,resampling,17,2,11.76,3,2,THG02,1,1,5.88,2,10,58.82,52,9,52.94,50,5,29.41,10.5,8.06,6.29,2.71,6,3.18,0.12,new
904115,CZ,101534,NA,NA,2,M. Harásek,20190716,NA,16,250,200,20,0,0,85,70,0,70,N,N,Opakování snímku M. Chytrý: 401505,1,Y,Y,Acidic dry grasslands SW Moravia,Ja,Ja-NewSimil,Ja-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163949,491334.1,5,"Brno-Obřany, PP Obřanská stráň, ca 1,1 km VJV kostela v Obřanech",19/149,"Květnatý trávník s minimem trav, polydominantní",0,Y,N,Y,resampling,20,6,30,29.7,2,THG02,1,2,10,4,4,20,14.3,12,60,39,5,25,10.5,7.75,6.3,3.15,7.2,3.6,0.15,new
904051,CZ,101534,NA,NA,2,M. Harásek,20190625,NA,49,349,225,10,0,0,85,35,35,100,N,N,"Opakování snímku M. Chytrý: 401506, 401507",1,Y,Y,Acidic dry grasslands SW Moravia,Ka,Ka-NewSimil,Ka-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163317.3,491049.1,4,"Brno, Kamenný vrch, 1,6 km JJZ památníku Anthropos",19/79,Polydominantní acidofilní trávník na jedné z terénních nerovností,0,Y,Y,Y,resampling,35,5,14.29,14.3,0,THG02,0,3,8.57,4,13,37.14,39.6,27,77.14,59.5,3,8.57,5.9,7.77,6.09,2.97,6.41,2.82,0.18,new
904052,CZ,101534,NA,NA,2,M. Harásek,20190625,NA,49,346,210,7,0,0,65,45,15,110,N,N,"Opakování snímku M. Chytrý: 401506, 401507",1,Y,Y,Acidic dry grasslands SW Moravia,Kb,Kb-NewSimil,Kb-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,163318.8,491047.5,4,"Brno, Kamenný vrch, 1,6 km JJZ památníku Anthropos",19/80,"Stepní trávník, relativně řídký, známky trusu",0,Y,N,Y,resampling,31,3,9.68,11.6,4.9,THG02,2,4,12.9,8.7,12,38.71,23.9,21,67.74,42.2,4,12.9,7.8,7.9,6.13,3.03,6.36,3.07,0.19,new
904025,CZ,101534,NA,NA,2,M. Harásek,20190607,NA,49,368,300,8,0,0,90,50,0,100,N,N,Opakování snímku M. Chytrý: 401508,1,Y,Y,Acidic dry grasslands SW Moravia,La,La-New,La-New-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,162330.2,490850,5,"Neslovice, Patočkova hora, 600 m SSZ od OÚ a autobusové zastávky v centru obce",19/47,"Zapojený acidofilní trávník zarůstající A. elatius, ""pěkný výsek území"", polydominantní trávník",0,Y,Y,Y,resampling,34,1,2.94,1,9.8,THG02,2,4,11.76,13.4,7,20.59,49,17,50,62.4,6,17.65,16.8,7.42,5.85,3.61,5.97,3.64,0.24,new
904061,CZ,101534,NA,NA,2,M. Harásek,20190627,NA,49,270,290,30,0,0,90,70,10,130,N,N,"Opakování snímku M. Chytrý: 401428, 401429",1,Y,Y,Acidic dry grasslands SW Moravia,Ma,Ma-NewSimil,Ma-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161927.6,490719.5,7,"Oslavany, cca 700 m JJZ OÚ v obci",19/89,"Zachovalá vegetace acidofilního stepního trávníku na skalní stráni, stepní oko v lesní vegetaci",0,Y,Y,N,resampling,32,5,15.63,42.8,0,TEE01,0,1,3.13,2,11,34.38,22.4,22,68.75,64.2,2,6.25,4,7.61,5.97,3,5.61,2.61,0.1,new
904062,CZ,101534,NA,NA,2,M. Harásek,20190627,NA,49,281,300,25,0,0,90,70,0,120,N,N,"Opakování snímku M. Chytrý: 401428, 401429",1,Y,Y,Acidic dry grasslands SW Moravia,Mb,Mb-NewSimil,Mb-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161928.5,490719.1,5,"Oslavany, cca 700 m JJZ OÚ v obci",19/90,"Acidofilní trávník, zapojený, dominance trav, téměř na temenu kopce, bez skalních výchozů",0,Y,N,N,resampling,31,3,9.68,6.8,0,TEE01,0,6,19.35,11.4,6,19.35,12.3,21,67.74,41.7,2,6.45,4,7.42,5.77,3.55,5.77,3.07,0.19,new
904021,CZ,101534,NA,NA,2,M. Harásek,20190607,NA,36,265,210,30,0,0,80,35,0,120,N,N,Opakování snímku M. Chytrý: 401551,1,Y,Y,Acidic dry grasslands SW Moravia,Na,Na-NewSimil,Na-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,162039.6,490610.1,5,"PP Bouchal, cca 1,4 km od kaple v Letkovicích (část Ivančic)",19/49,"Acidofilní trávník se skeletovitou půdou, dominance trav",0,Y,N,Y,resampling,18,4,22.22,8.7,0,THG02,0,0,0,0,11,61.11,50.9,13,72.22,53.8,4,22.22,9.6,8.28,6.28,2.78,6.39,2.78,0.06,new
904019,CZ,101534,NA,NA,2,M. Harásek,20180628,NA,49,235,270,15,0,0,80,50,1,0,N,N,Opakování snímku M. Chytrý: 401553; souřadnice dopisovány zpětně z mapy (nejistota +- 30 m),1,Y,Y,Acidic dry grasslands SW Moravia,Oa,Oa-New,Oa-New-2018,square,N,NA,6,Martin Harásek & Milan Chytrý,1,162040.7,490536.9,3,"Letkovice, Ivančice, cca 2,5 km ZJZ centra města s kostelem Nanebevzetí Panny Marie",45003,Nechráněná stepní vegetace zarůstající A. elatius,5.47,Y,Y,N,resampling,25,6,24,16,24.4,THG02,5,2,8,19.6,9,36,48.3,15,60,57.5,7,28,15.8,7.84,6.16,3.08,6.56,3.64,0.2,new
904018,CZ,101534,NA,NA,2,M. Harásek,20180628,NA,20,250,240,15,0,0,90,80,10,0,N,N,Opakování snímku M. Chytrý: 401554,1,Y,Y,Acidic dry grasslands SW Moravia,Ob,Ob-NewSimil,Ob-NewSimil-2018,rectangle,N,NA,6,Martin Harásek & Milan Chytrý,1,162041.4,490539.2,5,"Letkovice, Ivančice, cca 2,5 km ZJZ centra města s kostelem Nanebevzetí Panny Marie",44975,Nechráněná stepní vegetace zarůstající A. elatius,5.44,Y,N,N,resampling,22,3,13.64,6.8,18,THG02,1,3,13.64,20.4,8,36.36,26.5,17,77.27,41.2,3,13.64,7.8,7.86,6.05,3.09,6.68,3.09,0.27,new
904044,CZ,101534,NA,NA,2,M. Harásek,20190624,NA,25,385,40,2,0,0,85,60,0,80,N,N,Opakování snímku M. Chytrý: 401619,1,Y,Y,Acidic dry grasslands SW Moravia,Qa,Qa-NewSimil,Qa-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161144.6,490416.9,6,"Dukovany, Velký kopec (392), asi 1,2 km J od zámku v obci",19/72,"Křovinatá stráň s Rosa species, pasena krávami",0,Y,N,N,resampling,17,0,0,0,4,THG01,2,3,17.65,11.6,8,47.06,35.9,8,47.06,31,3,17.65,7.8,7.65,5.77,3.53,5.59,3.59,0.29,new
904046,CZ,101534,NA,NA,2,M. Harásek,20190624,NA,36,380,30,20,0,0,90,40,0,90,N,N,Opakování snímku M. Chytrý: 401621,1,Y,Y,Acidic dry grasslands SW Moravia,Qb,Qb-NewSimil,Qb-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161143.2,490419.9,8,"Dukovany, Velký kopec (392), asi 1,1 km J od zámku v obci",19/74,"Křovinatá stráň s Rosa species, pasená krávami",0,Y,N,N,resampling,27,1,3.7,2,8.9,THG01,2,4,14.81,18.7,8,29.63,25.8,17,62.96,38.1,6,22.22,10.5,7.62,5.69,3.46,5.85,3.27,0.23,new
904076,CZ,101534,NA,NA,2,M. Harásek,20190701,NA,16,390,180,5,0,0,25,50,40,80,N,N,Opakování snímku M. Chytrý: 401400,1,Y,Y,Acidic dry grasslands SW Moravia,Ra,Ra-NewSimil,Ra-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161530.4,490622.8,5,"PP Biskoupský kopec, ca 1,8 km ZSZ kaple v obci",19/106,"Nezapojený trávník, skeletovitá půda, částečný stín",4.51,Y,N,Y,resampling,12,0,0,0,0,TEE01,0,0,0,0,3,25,11.6,5,41.67,21.2,2,16.67,4,6.92,5.25,4.25,4.58,3.17,0.25,new
904072,CZ,101534,NA,NA,2,M. Harásek,20190701,NA,49,395,NA,2,0,0,85,50,0,150,N,N,"Opakování snímku M. Chytrý: 401612, 401613, 401430",1,Y,Y,Acidic dry grasslands SW Moravia,Re,Re-NewSimil,Re-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161526.5,490623.9,4,"PP Biskoupský kopec, ca 1,8 km ZSZ kaple v obci",19/102,"Zapojený acidofilní trávník na temeni kopce, částečně stinné místo",4.52,Y,Y,Y,resampling,31,5,16.13,43.4,2,TEE01,1,5,16.13,9.6,10,32.26,20.8,20,64.52,59.5,3,9.68,5.9,7.65,5.71,3.52,5.77,3.13,0.19,new
904071,CZ,101534,NA,NA,2,M. Harásek,20190701,NA,49,395,NA,2,0,0,80,80,0,60,N,N,"Opakování snímku M. Chytrý: 401612, 401613, 401430",1,Y,Y,Acidic dry grasslands SW Moravia,Rb,Rb-NewSimil,Rb-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161527.6,490623.8,3,"PP Biskoupský kopec, ca 1,8 km ZSZ kaple v obci",19/101,"Zapojený acidofilní trávník na temeni kopce, částečně stinné místo",4.34,Y,Y,Y,resampling,26,4,15.38,18.7,0,TEE01,0,4,15.38,6.8,6,23.08,21.9,19,73.08,47.6,1,3.85,2,7.64,5.84,3.36,5.64,2.64,0.12,new
904074,CZ,101534,NA,NA,2,M. Harásek,20190701,NA,49,395,240,8,0,0,75,25,35,80,N,N,Opakování snímku M. Chytrý: 401431,1,Y,Y,Acidic dry grasslands SW Moravia,Rc,Rc-New,Rc-New-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161523.3,490624.5,5,"PP Biskoupský kopec, ca 1,8 km ZSZ kaple v obci",19/104,"Acidofilní trávník s dominancí vřesu, méně trav",4.31,Y,Y,Y,resampling,26,5,19.23,16,0,TEE01,0,2,7.69,4,8,30.77,25,17,65.38,43.1,4,15.38,7.8,7.76,5.68,3.44,5.64,2.88,0.12,new
904075,CZ,101534,NA,NA,2,M. Harásek,20190701,NA,49,390,225,7,0,0,85,30,30,70,N,N,Opakování snímku M. Chytrý: 401612,1,Y,Y,Acidic dry grasslands SW Moravia,Rd,Rd-NewSimil,Rd-NewSimil-2019,square,N,NA,6,Martin Harásek & Milan Chytrý,1,161523.2,490624.1,6,"PP Biskoupský kopec, ca 1,8 km ZSZ kaple v obci",19/105,Zapojený exponovaný acidofilní trávník s dominancí Carex humilis,4.42,Y,N,Y,resampling,27,7,25.93,48.4,0,THG01,0,2,7.41,4,9,33.33,31.7,21,77.78,73.9,2,7.41,4,7.69,5.81,3.15,5.69,2.65,0.08,new
