year,country,lifeExp,pop,gdpPercap
2007,Sao Tome and Principe,65.528,199579,1598.435089
2007,Senegal,63.062,12267493,1712.472136
2007,Sierra Leone,42.568,6144562,862.5407561
2007,Somalia,48.159,9118773,926.1410683
2007,South Africa,49.339,43997828,9269.657808
2007,Sudan,58.556,42292929,2602.394995
2007,Swaziland,39.613,1133066,4513.480643
2007,Tanzania,52.517,38139640,1107.482182
2007,Togo,58.42,5701579,882.9699438
2007,Tunisia,73.923,10276158,7092.923025
2007,Uganda,51.542,29170398,1056.380121
2007,Zambia,42.384,11746035,1271.211593
2007,Zimbabwe,43.487,12311143,469.7092981
